source,target,weight
executive,accepted,0
executive,achieve,0
executive,act,0
executive,administration,0
executive,administrators,0
executive,allen,0
executive,also,0
executive,ambiguous,0
executive,among,0
executive,appointment,0
executive,appraisers,0
executive,assistance,0
executive,atlanta,1
executive,atlantas,0
executive,automobile,0
executive,available,0
executive,awarding,0
executive,believes,0
executive,best,0
executive,burden,0
executive,charge,1
executive,charged,0
executive,child,0
executive,city,2
executive,clerical,0
executive,combined,0
executive,commented,0
executive,committee,1
executive,compensation,0
executive,conducted,1
executive,considering,0
executive,continue,0
executive,cost,0
executive,counties,0
executive,county,0
executive,court,0
executive,date,0
executive,department,0
executive,departments,0
executive,deserves,1
executive,disable,0
executive,disproportionate,0
executive,distribute,0
executive,distribution,0
executive,durwood,0
executive,effected,0
executive,effective,0
executive,efficiency,0
executive,election,2
executive,enabling,0
executive,end,0
executive,evidence,0
executive,exception,0
executive,executive,0
executive,experienced,0
executive,failure,0
executive,federal,0
executive,feel,0
executive,fees,0
executive,find,0
executive,fire,0
executive,fit,0
executive,follow,0
executive,foster,0
executive,friday,0
executive,fulton,0
executive,funds,0
executive,future,0
executive,general,0
executive,generally,0
executive,georgias,0
executive,governments,0
executive,grand,0
executive,granted,0
executive,greater,0
executive,guardians,0
executive,handful,0
executive,handling,0
executive,hardfought,0
executive,homes,0
executive,however,0
executive,implementation,0
executive,improving,0
executive,inadequate,0
executive,interest,0
executive,inure,0
executive,investigate,0
executive,investigation,0
executive,irregularities,0
executive,items,0
executive,ivan,0
executive,judge,0
executive,jurors,0
executive,jury,1
executive,lacking,0
executive,law,0
executive,laws,0
executive,legislators,0
executive,legislature,0
executive,less,0
executive,major,0
executive,manner,1
executive,many,0
executive,may,0
executive,mayornominate,0
executive,merger,0
executive,might,0
executive,modernizing,0
executive,money,0
executive,nevertheless,0
executive,next,0
executive,none,0
executive,number,0
executive,offices,0
executive,often,0
executive,one,0
executive,operated,0
executive,orderly,0
executive,ordinarys,0
executive,outgoing,0
executive,outmoded,0
executive,overall,1
executive,personnel,0
executive,place,0
executive,policies,0
executive,populous,0
executive,portion,0
executive,possible,0
executive,practices,0
executive,praise,1
executive,presentments,1
executive,primary,0
executive,problem,0
executive,produced,0
executive,program,0
executive,proportionate,0
executive,proposed,0
executive,protected,0
executive,provide,0
executive,purchasing,0
executive,pye,0
executive,realize,0
executive,receive,0
executive,received,0
executive,receives,0
executive,recent,0
executive,recommended,0
executive,reduce,0
executive,registration,0
executive,relative,0
executive,remedy,0
executive,reports,0
executive,reset,0
executive,result,0
executive,revised,0
executive,said,1
executive,seen,0
executive,septemberoctober,0
executive,services,0
executive,size,0
executive,state,0
executive,steps,0
executive,studied,0
executive,superior,0
executive,swipe,0
executive,take,0
executive,taxpayers,0
executive,term,0
executive,termend,1
executive,thanks,1
executive,title,0
executive,took,0
executive,topics,0
executive,two,0
executive,urged,0
executive,voters,0
executive,wards,0
executive,welfare,0
executive,well,0
executive,widespread,0
experienced,accepted,0
experienced,achieve,0
experienced,act,0
experienced,administration,0
experienced,administrators,0
experienced,allen,0
experienced,also,0
experienced,ambiguous,0
experienced,among,0
experienced,appointment,0
experienced,appraisers,0
experienced,assistance,0
experienced,atlanta,0
experienced,atlantas,0
experienced,automobile,0
experienced,available,0
experienced,awarding,0
experienced,believes,0
experienced,best,0
experienced,burden,0
experienced,charge,0
experienced,charged,0
experienced,child,0
experienced,city,2
experienced,clerical,1
experienced,combined,0
experienced,commented,0
experienced,committee,0
experienced,compensation,0
experienced,conducted,0
experienced,considering,0
experienced,continue,0
experienced,cost,0
experienced,counties,0
experienced,county,0
experienced,court,0
experienced,date,0
experienced,department,1
experienced,departments,0
experienced,deserves,0
experienced,disable,0
experienced,disproportionate,0
experienced,distribute,0
experienced,distribution,0
experienced,durwood,0
experienced,effected,0
experienced,effective,0
experienced,efficiency,0
experienced,election,0
experienced,enabling,0
experienced,end,0
experienced,evidence,0
experienced,exception,0
experienced,executive,0
experienced,experienced,0
experienced,failure,0
experienced,federal,0
experienced,feel,0
experienced,fees,0
experienced,find,0
experienced,fire,0
experienced,fit,0
experienced,follow,0
experienced,foster,0
experienced,friday,0
experienced,fulton,0
experienced,funds,0
experienced,future,0
experienced,general,0
experienced,generally,0
experienced,georgias,0
experienced,governments,0
experienced,grand,0
experienced,granted,0
experienced,greater,0
experienced,guardians,0
experienced,handful,0
experienced,handling,0
experienced,hardfought,0
experienced,homes,0
experienced,however,0
experienced,implementation,0
experienced,improving,0
experienced,inadequate,0
experienced,interest,0
experienced,inure,0
experienced,investigate,0
experienced,investigation,0
experienced,irregularities,0
experienced,items,0
experienced,ivan,0
experienced,judge,0
experienced,jurors,0
experienced,jury,1
experienced,lacking,1
experienced,law,0
experienced,laws,0
experienced,legislators,0
experienced,legislature,0
experienced,less,0
experienced,major,0
experienced,manner,0
experienced,many,0
experienced,may,0
experienced,mayornominate,0
experienced,merger,0
experienced,might,0
experienced,modernizing,0
experienced,money,0
experienced,nevertheless,0
experienced,next,0
experienced,none,0
experienced,number,0
experienced,offices,0
experienced,often,0
experienced,one,0
experienced,operated,0
experienced,orderly,0
experienced,ordinarys,0
experienced,outgoing,0
experienced,outmoded,0
experienced,overall,0
experienced,personnel,2
experienced,place,0
experienced,policies,1
experienced,populous,0
experienced,portion,0
experienced,possible,0
experienced,practices,0
experienced,praise,0
experienced,presentments,0
experienced,primary,0
experienced,problem,0
experienced,produced,0
experienced,program,0
experienced,proportionate,0
experienced,proposed,0
experienced,protected,0
experienced,provide,0
experienced,purchasing,1
experienced,pye,0
experienced,realize,0
experienced,receive,0
experienced,received,0
experienced,receives,0
experienced,recent,0
experienced,recommended,0
experienced,reduce,0
experienced,registration,0
experienced,relative,0
experienced,remedy,0
experienced,reports,0
experienced,reset,0
experienced,result,1
experienced,revised,0
experienced,said,1
experienced,seen,0
experienced,septemberoctober,0
experienced,services,0
experienced,size,0
experienced,state,0
experienced,steps,0
experienced,studied,0
experienced,superior,0
experienced,swipe,0
experienced,take,0
experienced,taxpayers,0
experienced,term,0
experienced,termend,0
experienced,thanks,0
experienced,title,0
experienced,took,0
experienced,topics,0
experienced,two,0
experienced,urged,0
experienced,voters,0
experienced,wards,0
experienced,welfare,0
experienced,well,0
experienced,widespread,0
failure,accepted,0
failure,achieve,0
failure,act,0
failure,administration,0
failure,administrators,0
failure,allen,0
failure,also,0
failure,ambiguous,0
failure,among,0
failure,appointment,0
failure,appraisers,0
failure,assistance,0
failure,atlanta,0
failure,atlantas,0
failure,automobile,0
failure,available,0
failure,awarding,0
failure,believes,0
failure,best,0
failure,burden,1
failure,charge,0
failure,charged,0
failure,child,0
failure,city,0
failure,clerical,0
failure,combined,0
failure,commented,0
failure,committee,0
failure,compensation,0
failure,conducted,0
failure,considering,0
failure,continue,1
failure,cost,0
failure,counties,0
failure,county,0
failure,court,0
failure,date,0
failure,department,0
failure,departments,0
failure,deserves,0
failure,disable,0
failure,disproportionate,1
failure,distribute,0
failure,distribution,0
failure,durwood,0
failure,effected,0
failure,effective,0
failure,efficiency,0
failure,election,0
failure,enabling,0
failure,end,0
failure,evidence,0
failure,exception,0
failure,executive,0
failure,experienced,0
failure,failure,0
failure,federal,0
failure,feel,0
failure,fees,0
failure,find,0
failure,fire,0
failure,fit,0
failure,follow,0
failure,foster,0
failure,friday,0
failure,fulton,1
failure,funds,0
failure,future,0
failure,general,0
failure,generally,0
failure,georgias,0
failure,governments,0
failure,grand,0
failure,granted,0
failure,greater,0
failure,guardians,0
failure,handful,0
failure,handling,0
failure,hardfought,0
failure,homes,0
failure,however,0
failure,implementation,0
failure,improving,0
failure,inadequate,0
failure,interest,0
failure,inure,0
failure,investigate,0
failure,investigation,0
failure,irregularities,0
failure,items,0
failure,ivan,0
failure,judge,0
failure,jurors,0
failure,jury,0
failure,lacking,0
failure,law,0
failure,laws,0
failure,legislators,0
failure,legislature,0
failure,less,0
failure,major,0
failure,manner,0
failure,many,0
failure,may,0
failure,mayornominate,0
failure,merger,0
failure,might,0
failure,modernizing,0
failure,money,0
failure,nevertheless,0
failure,next,0
failure,none,0
failure,number,0
failure,offices,0
failure,often,0
failure,one,0
failure,operated,0
failure,orderly,0
failure,ordinarys,0
failure,outgoing,0
failure,outmoded,0
failure,overall,0
failure,personnel,0
failure,place,1
failure,policies,0
failure,populous,0
failure,portion,0
failure,possible,0
failure,practices,0
failure,praise,0
failure,presentments,0
failure,primary,0
failure,problem,0
failure,produced,0
failure,program,0
failure,proportionate,0
failure,proposed,0
failure,protected,0
failure,provide,0
failure,purchasing,0
failure,pye,0
failure,realize,0
failure,receive,0
failure,received,0
failure,receives,0
failure,recent,0
failure,recommended,0
failure,reduce,0
failure,registration,0
failure,relative,0
failure,remedy,0
failure,reports,0
failure,reset,0
failure,result,0
failure,revised,0
failure,said,0
failure,seen,0
failure,septemberoctober,0
failure,services,0
failure,size,0
failure,state,0
failure,steps,0
failure,studied,0
failure,superior,0
failure,swipe,0
failure,take,0
failure,taxpayers,1
failure,term,0
failure,termend,0
failure,thanks,0
failure,title,0
failure,took,0
failure,topics,0
failure,two,0
failure,urged,0
failure,voters,0
failure,wards,0
failure,welfare,0
failure,well,0
failure,widespread,0
federal,accepted,0
federal,achieve,0
federal,act,0
federal,administration,0
federal,administrators,0
federal,allen,0
federal,also,0
federal,ambiguous,0
federal,among,0
federal,appointment,0
federal,appraisers,0
federal,assistance,0
federal,atlanta,0
federal,atlantas,0
federal,automobile,0
federal,available,0
federal,awarding,0
federal,believes,0
federal,best,0
federal,burden,0
federal,charge,0
federal,charged,0
federal,child,1
federal,city,0
federal,clerical,0
federal,combined,0
federal,commented,0
federal,committee,0
federal,compensation,0
federal,conducted,0
federal,considering,0
federal,continue,0
federal,cost,0
federal,counties,0
federal,county,0
federal,court,0
federal,date,0
federal,department,0
federal,departments,1
federal,deserves,0
federal,disable,0
federal,disproportionate,0
federal,distribute,0
federal,distribution,0
federal,durwood,0
federal,effected,0
federal,effective,0
federal,efficiency,0
federal,election,0
federal,enabling,0
federal,end,0
federal,evidence,0
federal,exception,0
federal,executive,0
federal,experienced,0
federal,failure,0
federal,federal,0
federal,feel,0
federal,fees,0
federal,find,0
federal,fire,0
federal,fit,0
federal,follow,0
federal,foster,1
federal,friday,0
federal,fulton,0
federal,funds,1
federal,future,0
federal,general,0
federal,generally,0
federal,georgias,0
federal,governments,0
federal,grand,1
federal,granted,1
federal,greater,0
federal,guardians,0
federal,handful,0
federal,handling,1
federal,hardfought,0
federal,homes,1
federal,however,0
federal,implementation,0
federal,improving,0
federal,inadequate,0
federal,interest,0
federal,inure,0
federal,investigate,0
federal,investigation,0
federal,irregularities,0
federal,items,0
federal,ivan,0
federal,judge,0
federal,jurors,0
federal,jury,1
federal,lacking,0
federal,law,0
federal,laws,0
federal,legislators,0
federal,legislature,0
federal,less,0
federal,major,0
federal,manner,0
federal,many,0
federal,may,0
federal,mayornominate,0
federal,merger,0
federal,might,0
federal,modernizing,0
federal,money,0
federal,nevertheless,0
federal,next,0
federal,none,0
federal,number,0
federal,offices,0
federal,often,0
federal,one,0
federal,operated,0
federal,orderly,0
federal,ordinarys,0
federal,outgoing,0
federal,outmoded,0
federal,overall,0
federal,personnel,0
federal,place,0
federal,policies,0
federal,populous,0
federal,portion,0
federal,possible,0
federal,practices,0
federal,praise,0
federal,presentments,0
federal,primary,0
federal,problem,0
federal,produced,0
federal,program,0
federal,proportionate,0
federal,proposed,0
federal,protected,0
federal,provide,0
federal,purchasing,0
federal,pye,0
federal,realize,0
federal,receive,0
federal,received,0
federal,receives,0
federal,recent,0
federal,recommended,0
federal,reduce,0
federal,registration,0
federal,relative,0
federal,remedy,0
federal,reports,0
federal,reset,0
federal,result,0
federal,revised,0
federal,said,0
federal,seen,0
federal,septemberoctober,0
federal,services,1
federal,size,0
federal,state,1
federal,steps,0
federal,studied,0
federal,superior,0
federal,swipe,1
federal,take,0
federal,taxpayers,0
federal,term,0
federal,termend,0
federal,thanks,0
federal,title,0
federal,took,1
federal,topics,0
federal,two,0
federal,urged,0
federal,voters,0
federal,wards,0
federal,welfare,2
federal,well,0
federal,widespread,0
feel,accepted,0
feel,achieve,0
feel,act,0
feel,administration,0
feel,administrators,0
feel,allen,0
feel,also,0
feel,ambiguous,0
feel,among,0
feel,appointment,0
feel,appraisers,0
feel,assistance,0
feel,atlanta,0
feel,atlantas,0
feel,automobile,0
feel,available,1
feel,awarding,0
feel,believes,0
feel,best,0
feel,burden,0
feel,charge,0
feel,charged,0
feel,child,0
feel,city,0
feel,clerical,0
feel,combined,0
feel,commented,0
feel,committee,0
feel,compensation,0
feel,conducted,0
feel,considering,0
feel,continue,0
feel,cost,0
feel,counties,0
feel,county,1
feel,court,0
feel,date,0
feel,department,0
feel,departments,0
feel,deserves,0
feel,disable,0
feel,disproportionate,0
feel,distribute,0
feel,distribution,0
feel,durwood,0
feel,effected,0
feel,effective,0
feel,efficiency,0
feel,election,0
feel,enabling,0
feel,end,0
feel,evidence,0
feel,exception,0
feel,executive,0
feel,experienced,0
feel,failure,0
feel,federal,0
feel,feel,0
feel,fees,0
feel,find,0
feel,fire,0
feel,fit,0
feel,follow,0
feel,foster,0
feel,friday,0
feel,fulton,1
feel,funds,1
feel,future,1
feel,general,0
feel,generally,0
feel,georgias,0
feel,governments,0
feel,grand,0
feel,granted,0
feel,greater,0
feel,guardians,0
feel,handful,0
feel,handling,0
feel,hardfought,0
feel,homes,0
feel,however,0
feel,implementation,0
feel,improving,0
feel,inadequate,0
feel,interest,0
feel,inure,0
feel,investigate,0
feel,investigation,0
feel,irregularities,0
feel,items,0
feel,ivan,0
feel,judge,0
feel,jurors,1
feel,jury,0
feel,lacking,0
feel,law,0
feel,laws,0
feel,legislators,0
feel,legislature,0
feel,less,0
feel,major,0
feel,manner,0
feel,many,0
feel,may,0
feel,mayornominate,0
feel,merger,0
feel,might,0
feel,modernizing,0
feel,money,0
feel,nevertheless,1
feel,next,0
feel,none,0
feel,number,0
feel,offices,0
feel,often,0
feel,one,0
feel,operated,0
feel,orderly,0
feel,ordinarys,0
feel,outgoing,0
feel,outmoded,0
feel,overall,0
feel,personnel,0
feel,place,0
feel,policies,0
feel,populous,0
feel,portion,1
feel,possible,0
feel,practices,0
feel,praise,0
feel,presentments,0
feel,primary,0
feel,problem,0
feel,produced,0
feel,program,0
feel,proportionate,0
feel,proposed,0
feel,protected,0
feel,provide,0
feel,purchasing,0
feel,pye,0
feel,realize,0
feel,receive,1
feel,received,0
feel,receives,0
feel,recent,0
feel,recommended,0
feel,reduce,0
feel,registration,0
feel,relative,0
feel,remedy,0
feel,reports,0
feel,reset,0
feel,result,0
feel,revised,0
feel,said,1
feel,seen,0
feel,septemberoctober,0
feel,services,0
feel,size,0
feel,state,0
feel,steps,0
feel,studied,0
feel,superior,0
feel,swipe,0
feel,take,0
feel,taxpayers,0
feel,term,0
feel,termend,0
feel,thanks,0
feel,title,0
feel,took,0
feel,topics,0
feel,two,0
feel,urged,0
feel,voters,0
feel,wards,0
feel,welfare,0
feel,well,0
feel,widespread,0
fees,accepted,0
fees,achieve,0
fees,act,0
fees,administration,0
fees,administrators,1
fees,allen,0
fees,also,1
fees,ambiguous,0
fees,among,0
fees,appointment,1
fees,appraisers,1
fees,assistance,0
fees,atlanta,0
fees,atlantas,0
fees,automobile,0
fees,available,0
fees,awarding,1
fees,believes,0
fees,best,0
fees,burden,0
fees,charge,0
fees,charged,0
fees,child,0
fees,city,0
fees,clerical,0
fees,combined,0
fees,commented,1
fees,committee,0
fees,compensation,1
fees,conducted,0
fees,considering,0
fees,continue,0
fees,cost,0
fees,counties,0
fees,county,0
fees,court,1
fees,date,0
fees,department,0
fees,departments,0
fees,deserves,0
fees,disable,0
fees,disproportionate,0
fees,distribute,0
fees,distribution,0
fees,durwood,0
fees,effected,0
fees,effective,0
fees,efficiency,0
fees,election,0
fees,enabling,0
fees,end,0
fees,evidence,0
fees,exception,0
fees,executive,0
fees,experienced,0
fees,failure,0
fees,federal,0
fees,feel,0
fees,fees,0
fees,find,0
fees,fire,1
fees,fit,0
fees,follow,0
fees,foster,0
fees,friday,0
fees,fulton,1
fees,funds,0
fees,future,0
fees,general,0
fees,generally,0
fees,georgias,0
fees,governments,0
fees,grand,0
fees,granted,0
fees,greater,0
fees,guardians,1
fees,handful,0
fees,handling,0
fees,hardfought,0
fees,homes,0
fees,however,0
fees,implementation,0
fees,improving,0
fees,inadequate,0
fees,interest,0
fees,inure,0
fees,investigate,0
fees,investigation,0
fees,irregularities,0
fees,items,0
fees,ivan,0
fees,judge,0
fees,jurors,0
fees,jury,1
fees,lacking,0
fees,law,0
fees,laws,0
fees,legislators,0
fees,legislature,0
fees,less,0
fees,major,0
fees,manner,0
fees,many,0
fees,may,0
fees,mayornominate,0
fees,merger,0
fees,might,0
fees,modernizing,0
fees,money,0
fees,nevertheless,0
fees,next,0
fees,none,0
fees,number,0
fees,offices,0
fees,often,0
fees,one,0
fees,operated,0
fees,orderly,0
fees,ordinarys,1
fees,outgoing,0
fees,outmoded,0
fees,overall,0
fees,personnel,0
fees,place,0
fees,policies,0
fees,populous,0
fees,portion,0
fees,possible,0
fees,practices,1
fees,praise,0
fees,presentments,0
fees,primary,0
fees,problem,0
fees,produced,0
fees,program,0
fees,proportionate,0
fees,proposed,0
fees,protected,0
fees,provide,0
fees,purchasing,0
fees,pye,0
fees,realize,0
fees,receive,0
fees,received,0
fees,receives,0
fees,recent,0
fees,recommended,0
fees,reduce,0
fees,registration,0
fees,relative,0
fees,remedy,0
fees,reports,0
fees,reset,0
fees,result,0
fees,revised,0
fees,said,0
fees,seen,0
fees,septemberoctober,0
fees,services,0
fees,size,0
fees,state,0
fees,steps,0
fees,studied,0
fees,superior,0
fees,swipe,0
fees,take,0
fees,taxpayers,0
fees,term,0
fees,termend,0
fees,thanks,0
fees,title,0
fees,took,0
fees,topics,0
fees,two,0
fees,urged,0
fees,voters,0
fees,wards,0
fees,welfare,0
fees,well,0
fees,widespread,0
find,accepted,0
find,achieve,0
find,act,0
find,administration,0
find,administrators,0
find,allen,0
find,also,0
find,ambiguous,1
find,among,0
find,appointment,0
find,appraisers,0
find,assistance,0
find,atlanta,0
find,atlantas,0
find,automobile,0
find,available,0
find,awarding,0
find,believes,0
find,best,0
find,burden,0
find,charge,0
find,charged,0
find,child,0
find,city,0
find,clerical,0
find,combined,0
find,commented,0
find,committee,0
find,compensation,0
find,conducted,0
find,considering,0
find,continue,0
find,cost,0
find,counties,0
find,county,0
find,court,0
find,date,0
find,department,0
find,departments,0
find,deserves,0
find,disable,0
find,disproportionate,0
find,distribute,0
find,distribution,0
find,durwood,0
find,effected,0
find,effective,0
find,efficiency,0
find,election,1
find,enabling,0
find,end,0
find,evidence,0
find,exception,0
find,executive,0
find,experienced,0
find,failure,0
find,federal,0
find,feel,0
find,fees,0
find,find,0
find,fire,0
find,fit,0
find,follow,0
find,foster,0
find,friday,0
find,fulton,0
find,funds,0
find,future,0
find,general,0
find,generally,0
find,georgias,1
find,governments,0
find,grand,0
find,granted,0
find,greater,0
find,guardians,0
find,handful,0
find,handling,0
find,hardfought,0
find,homes,0
find,however,0
find,implementation,0
find,improving,0
find,inadequate,1
find,interest,0
find,inure,0
find,investigate,0
find,investigation,0
find,irregularities,0
find,items,0
find,ivan,0
find,judge,0
find,jurors,0
find,jury,1
find,lacking,0
find,law,0
find,laws,1
find,legislators,0
find,legislature,0
find,less,0
find,major,0
find,manner,0
find,many,1
find,may,0
find,mayornominate,0
find,merger,0
find,might,0
find,modernizing,0
find,money,0
find,nevertheless,0
find,next,0
find,none,0
find,number,0
find,offices,0
find,often,1
find,one,0
find,operated,0
find,orderly,0
find,ordinarys,0
find,outgoing,0
find,outmoded,1
find,overall,0
find,personnel,0
find,place,0
find,policies,0
find,populous,0
find,portion,0
find,possible,0
find,practices,0
find,praise,0
find,presentments,0
find,primary,0
find,problem,0
find,produced,0
find,program,0
find,proportionate,0
find,proposed,0
find,protected,0
find,provide,0
find,purchasing,0
find,pye,0
find,realize,0
find,receive,0
find,received,0
find,receives,0
find,recent,0
find,recommended,0
find,reduce,0
find,registration,1
find,relative,0
find,remedy,0
find,reports,0
find,reset,0
find,result,0
find,revised,0
find,said,1
find,seen,0
find,septemberoctober,0
find,services,0
find,size,0
find,state,0
find,steps,0
find,studied,0
find,superior,0
find,swipe,0
find,take,0
find,taxpayers,0
find,term,0
find,termend,0
find,thanks,0
find,title,0
find,took,0
find,topics,0
find,two,0
find,urged,0
find,voters,0
find,wards,0
find,welfare,0
find,well,0
find,widespread,0
fire,accepted,0
fire,achieve,0
fire,act,0
fire,administration,0
fire,administrators,1
fire,allen,0
fire,also,1
fire,ambiguous,0
fire,among,0
fire,appointment,1
fire,appraisers,1
fire,assistance,0
fire,atlanta,0
fire,atlantas,0
fire,automobile,0
fire,available,0
fire,awarding,1
fire,believes,0
fire,best,0
fire,burden,0
fire,charge,0
fire,charged,0
fire,child,0
fire,city,0
fire,clerical,0
fire,combined,0
fire,commented,1
fire,committee,0
fire,compensation,1
fire,conducted,0
fire,considering,0
fire,continue,0
fire,cost,0
fire,counties,0
fire,county,0
fire,court,1
fire,date,0
fire,department,0
fire,departments,0
fire,deserves,0
fire,disable,0
fire,disproportionate,0
fire,distribute,0
fire,distribution,0
fire,durwood,0
fire,effected,0
fire,effective,0
fire,efficiency,0
fire,election,0
fire,enabling,0
fire,end,0
fire,evidence,0
fire,exception,0
fire,executive,0
fire,experienced,0
fire,failure,0
fire,federal,0
fire,feel,0
fire,fees,1
fire,find,0
fire,fire,0
fire,fit,0
fire,follow,0
fire,foster,0
fire,friday,0
fire,fulton,1
fire,funds,0
fire,future,0
fire,general,0
fire,generally,0
fire,georgias,0
fire,governments,0
fire,grand,0
fire,granted,0
fire,greater,0
fire,guardians,1
fire,handful,0
fire,handling,0
fire,hardfought,0
fire,homes,0
fire,however,0
fire,implementation,0
fire,improving,0
fire,inadequate,0
fire,interest,0
fire,inure,0
fire,investigate,0
fire,investigation,0
fire,irregularities,0
fire,items,0
fire,ivan,0
fire,judge,0
fire,jurors,0
fire,jury,1
fire,lacking,0
fire,law,0
fire,laws,0
fire,legislators,0
fire,legislature,0
fire,less,0
fire,major,0
fire,manner,0
fire,many,0
fire,may,0
fire,mayornominate,0
fire,merger,0
fire,might,0
fire,modernizing,0
fire,money,0
fire,nevertheless,0
fire,next,0
fire,none,0
fire,number,0
fire,offices,0
fire,often,0
fire,one,0
fire,operated,0
fire,orderly,0
fire,ordinarys,1
fire,outgoing,0
fire,outmoded,0
fire,overall,0
fire,personnel,0
fire,place,0
fire,policies,0
fire,populous,0
fire,portion,0
fire,possible,0
fire,practices,1
fire,praise,0
fire,presentments,0
fire,primary,0
fire,problem,0
fire,produced,0
fire,program,0
fire,proportionate,0
fire,proposed,0
fire,protected,0
fire,provide,0
fire,purchasing,0
fire,pye,0
fire,realize,0
fire,receive,0
fire,received,0
fire,receives,0
fire,recent,0
fire,recommended,0
fire,reduce,0
fire,registration,0
fire,relative,0
fire,remedy,0
fire,reports,0
fire,reset,0
fire,result,0
fire,revised,0
fire,said,0
fire,seen,0
fire,septemberoctober,0
fire,services,0
fire,size,0
fire,state,0
fire,steps,0
fire,studied,0
fire,superior,0
fire,swipe,0
fire,take,0
fire,taxpayers,0
fire,term,0
fire,termend,0
fire,thanks,0
fire,title,0
fire,took,0
fire,topics,0
fire,two,0
fire,urged,0
fire,voters,0
fire,wards,0
fire,welfare,0
fire,well,0
fire,widespread,0
fit,accepted,0
fit,achieve,0
fit,act,0
fit,administration,0
fit,administrators,0
fit,allen,0
fit,also,0
fit,ambiguous,0
fit,among,0
fit,appointment,0
fit,appraisers,0
fit,assistance,1
fit,atlanta,0
fit,atlantas,0
fit,automobile,0
fit,available,0
fit,awarding,0
fit,believes,0
fit,best,0
fit,burden,0
fit,charge,0
fit,charged,0
fit,child,0
fit,city,0
fit,clerical,0
fit,combined,0
fit,commented,0
fit,committee,0
fit,compensation,0
fit,conducted,0
fit,considering,0
fit,continue,0
fit,cost,0
fit,counties,1
fit,county,2
fit,court,0
fit,date,0
fit,department,1
fit,departments,1
fit,deserves,0
fit,disable,0
fit,disproportionate,0
fit,distribute,1
fit,distribution,0
fit,durwood,0
fit,effected,0
fit,effective,0
fit,efficiency,0
fit,election,0
fit,enabling,0
fit,end,0
fit,evidence,0
fit,exception,1
fit,executive,0
fit,experienced,0
fit,failure,0
fit,federal,0
fit,feel,0
fit,fees,0
fit,find,0
fit,fire,0
fit,fit,0
fit,follow,0
fit,foster,0
fit,friday,0
fit,fulton,2
fit,funds,1
fit,future,0
fit,general,1
fit,generally,0
fit,georgias,0
fit,governments,0
fit,grand,0
fit,granted,0
fit,greater,0
fit,guardians,0
fit,handful,0
fit,handling,0
fit,hardfought,0
fit,homes,0
fit,however,0
fit,implementation,0
fit,improving,0
fit,inadequate,0
fit,interest,0
fit,inure,0
fit,investigate,0
fit,investigation,0
fit,irregularities,0
fit,items,1
fit,ivan,0
fit,judge,0
fit,jurors,0
fit,jury,1
fit,lacking,0
fit,law,0
fit,laws,0
fit,legislators,0
fit,legislature,0
fit,less,0
fit,major,1
fit,manner,0
fit,many,0
fit,may,0
fit,mayornominate,0
fit,merger,0
fit,might,0
fit,modernizing,0
fit,money,1
fit,nevertheless,0
fit,next,0
fit,none,1
fit,number,0
fit,offices,0
fit,often,0
fit,one,1
fit,operated,0
fit,orderly,0
fit,ordinarys,0
fit,outgoing,0
fit,outmoded,0
fit,overall,0
fit,personnel,0
fit,place,0
fit,policies,0
fit,populous,0
fit,portion,0
fit,possible,0
fit,practices,0
fit,praise,0
fit,presentments,0
fit,primary,0
fit,problem,0
fit,produced,0
fit,program,1
fit,proportionate,0
fit,proposed,0
fit,protected,0
fit,provide,0
fit,purchasing,0
fit,pye,0
fit,realize,0
fit,receive,0
fit,received,0
fit,receives,1
fit,recent,0
fit,recommended,0
fit,reduce,0
fit,registration,0
fit,relative,0
fit,remedy,0
fit,reports,0
fit,reset,0
fit,result,0
fit,revised,0
fit,said,1
fit,seen,1
fit,septemberoctober,0
fit,services,0
fit,size,0
fit,state,2
fit,steps,0
fit,studied,0
fit,superior,0
fit,swipe,0
fit,take,0
fit,taxpayers,0
fit,term,0
fit,termend,0
fit,thanks,0
fit,title,0
fit,took,0
fit,topics,0
fit,two,0
fit,urged,0
fit,voters,0
fit,wards,0
fit,welfare,2
fit,well,0
fit,widespread,0
follow,accepted,1
follow,achieve,0
follow,act,0
follow,administration,0
follow,administrators,0
follow,allen,0
follow,also,0
follow,ambiguous,0
follow,among,1
follow,appointment,0
follow,appraisers,0
follow,assistance,0
follow,atlanta,1
follow,atlantas,0
follow,automobile,0
follow,available,0
follow,awarding,0
follow,believes,0
follow,best,1
follow,burden,0
follow,charge,0
follow,charged,0
follow,child,0
follow,city,0
follow,clerical,0
follow,combined,0
follow,commented,1
follow,committee,0
follow,compensation,0
follow,conducted,0
follow,considering,0
follow,continue,0
follow,cost,0
follow,counties,0
follow,county,1
follow,court,0
follow,date,0
follow,department,0
follow,departments,1
follow,deserves,0
follow,disable,0
follow,disproportionate,0
follow,distribute,0
follow,distribution,0
follow,durwood,0
follow,effected,0
follow,effective,0
follow,efficiency,0
follow,election,0
follow,enabling,0
follow,end,0
follow,evidence,0
follow,exception,0
follow,executive,0
follow,experienced,0
follow,failure,0
follow,federal,0
follow,feel,0
follow,fees,0
follow,find,0
follow,fire,0
follow,fit,0
follow,follow,0
follow,foster,0
follow,friday,0
follow,fulton,1
follow,funds,0
follow,future,0
follow,general,0
follow,generally,1
follow,georgias,0
follow,governments,1
follow,grand,1
follow,granted,0
follow,greater,0
follow,guardians,0
follow,handful,0
follow,handling,0
follow,hardfought,0
follow,homes,0
